id,ar_name,en_name,fr_name,ar_content,fr_content,en_content,total,transcription,audio_url,tasbih_id,numOrder,ml_name,ml_content,communityId,is_active,created_at,updated_at
51,فاتحة الكتاب,Opening of the book,Sourate Al Fatiha,بِسۡمِ ٱللَّهِ ٱلرَّحۡمَٰنِ ٱلرَّحِيمِ (1) ٱلۡحَمۡدُ لِلَّهِ رَبِّ ٱلۡعَٰلَمِينَ (2) ٱلرَّحۡمَٰنِ ٱلرَّحِيمِ (3) مَٰلِكِ يَوۡمِ ٱلدِّينِ (4) إِيَّاكَ نَعۡبُدُ وَإِيَّاكَ نَسۡتَعِينُ (5) ٱهۡدِنَا ٱلصِّرَٰطَ ٱلۡمُسۡتَقِيمَ (6) صِرَٰطَ ٱلَّذِينَ أَنۡعَمۡتَ عَلَيۡهِمۡ غَيۡرِ ٱلۡمَغۡضُوبِ عَلَيۡهِمۡ وَلَا ٱلضَّآلِّينَ (7),"1. Au nom d’Allah, le Tout Miséricordieux, le Très Miséricordieux. 2. Louange à Allah, Seigneur de l’univers. 3. Le Tout Miséricordieux, le Très Miséricordieux, 4. Maître du Jour de la rétribution. 5. C’est Toi [Seul] que nous adorons, et c’est Toi [Seul] dont nous implorons secours. 6. Guide-nous dans le droit chemin, 7. le chemin de ceux que Tu as comblés de faveurs, non pas de ceux qui ont encouru Ta colère, ni des égarés","In the name of God, the Most Gracious, the Most Merciful. (1) All praise is due to God, Lord of the worlds. (2) The Most Gracious, the Most Merciful. (3) Master of the Day of Judgment. (4) You alone do we worship, and You alone do we ask for help. (5) Guide us to the straight path. (6) The path of those upon whom You have bestowed favor, except for (7) Those who incur wrath, nor those who go astray.",7,Bismi-llāhi r-raḥmāni r-raḥīm (1) Al-ḥamdu li-llāhi Rabbi l-ʿālamīn (2) Ar-raḥmāni r-raḥīm (3) Māliki yawmi d-dīn (4) Iyyāka naʿbudu wa iyyāka nastaʿīn (5) Ihdinā ṣ-ṣirāta l-mustaqīm (6) Ṣirāta lladhīna anʿamta ʿalayhim ghayri l-maghḍūbi ʿalayhim wa lā ḍ-ḍāllīn,assets/fatiha.mp3,7,1,Doa pembukaan,"Dengan nama Allah, Yang Maha Pemurah, Yang Maha Penyayang.
Segala puji bagi Allah, Tuhan semesta alam.
Yang Maha Pemurah, Yang Maha Penyayang,
Pemilik Hari Pembalasan.
Hanya kepada Engkau kami menyembah, dan hanya kepada Engkau kami mohon pertolongan.
Tunjukilah kami jalan yang lurus,
iaitu jalan orang-orang yang Engkau telah kurniakan nikmat kepada mereka, bukan jalan mereka yang dimurkai, dan bukan pula jalan mereka yang sesat.",3,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
52,سورة الناس,Sourate An-Nas,Sourate An-Nas,"1قُلْ أَعُوذُ بِرَبِّ ٱلنَّاسِ
2مَلِكِ ٱلنَّاسِ
3إِلَٰهِ ٱلنَّاسِ
4مِن شَرِّ ٱلْوَسْوَاسِ ٱلْخَنَّاسِ
5ٱلَّذِى يُوَسْوِسُ فِى صُدُورِ ٱلنَّاسِ
6مِنَ ٱلْجِنَّةِ وَٱلنَّاسِ","Dis : ""Je cherche refuge auprès du Seigneur des hommes""
""le Souverain des hommes""
""Dieu des hommes""
""contre le mal du mauvais conseiller, furtif""
""qui souffle le mal dans les poitrines des hommes""
""qu'il soit un djinn ou un être humain"".","Say, ""I seek refuge in the Lord of mankind,""
""the Sovereign of mankind,""
""the God of mankind,""
""from the evil of the whisperer who withdraws,""
""who whispers in the breasts of mankind,""
""among jinn and among men.""",7,"Qul aʿūdhu birabbi n-nās
Maliki n-nās
Ilāhi n-nās
Min sharri l-waswāsi l-khannās
Alladhī yuwaswisu fī ṣudūri n-nās
Mina l-jinnati wa n-nās",https://media.blubrry.com/muslim_central_quran/podcasts.qurancentral.com/abdullah-basfar/abdullah-basfar-114.mp3,7,2,,"1 kạtạknlh: ạkw brlyndwng kvd twhn mạ̉nsy
2 rạj ạwrng
3 twhn mạ̉nsy
4 dry kjạhtn kqmbyrạạn dạn tyvw dạy.
5 dy yng brbysyq dạlm hạty ạwrng
6 dry lạngyt dạn mạ̉nsy",3,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
53,الفـَلَق,The dawn,Al-Falq,"قُلْ أَعُوذُ بِرَبِّ ٱلْفَلَقِ
مِن شَرِّ مَا خَلَقَ
وَمِن شَرِّ غَاسِقٍ إِذَا وَقَبَ
وَمِن شَرِّ ٱلنَّفَّٰثَٰتِ فِى ٱلْعُقَدِ
وَمِن شَرِّ حَاسِدٍ إِذَا حَسَدَ","Dis : « Je cherche protection auprès du Seigneur de l'aube naissante,
Contre le mal de ce qu'Il a créé,
Et contre le mal de l'obscurité quand elle s'épaissit,
Et contre le mal des sorcières qui soufflent sur les nœuds,
Et contre le mal de l'envieux quand il envie. »","Say, ""I seek refuge in the Lord of daybreak, from the evil of that which He has created, and from the evil of darkness when it comes, and from the evil of those who blow on knots, and from the evil of an envier when he envies.""",7,"Qul a'udhu bi-Rabbi al-falaq
Min sharri ma khalaq
Wa min sharri ghasiqin idha waqab
Wa min sharri an-naffathati fil-'uqad
Wa min sharri hasidin idha hasad",https://media.blubrry.com/muslim_central_quran/podcasts.qurancentral.com/abdullah-basfar/abdullah-basfar-113.mp3,7,3,ạlflq,"Katakanlah: ""Aku berlindung kepada Tuhan yang menguasai waktu subuh,
Dari kejahatan makhluk yang Dia ciptakan,
Dan dari kejahatan malam apabila telah gelap-gelita,
Dan dari kejahatan wanita-wanita yang meniup pada simpulan-simpulan,
Dan dari kejahatan orang yang dengki apabila dia mendengki.""",3,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
54,الإخـْلاص,Sourate Al Ikhlas,Sourate Al Ikhlas,"قُلْ هُوَ ٱللَّهُ أَحَدٌ
ٱللَّهُ ٱلصَّمَدُ
لَمْ يَلِدْ وَلَمْ يُولَدْ
وَلَمْ يَكُن لَّهُۥ كُفُوًا أَحَدٌۢ","Dis : « Il est Allah, l'Unique,
Allah, Le Seul à être imploré pour ce que nous désirons,
Il n'a jamais engendré, et Il n'a pas été engendré,
Et nul n'est égal à Lui. »","Say: ""He is Allah, the One,
Allah, the Eternal Refuge,
He neither begets nor is born,
And there is none comparable to Him.""",7,"Qul huwa Allahu Ahad
Allahu as-Samad
Lam yalid wa lam yoolad
Wa lam yakun lahu kufuwan ahad",https://media.blubrry.com/muslim_central_quran/podcasts.qurancentral.com/abdullah-basfar/abdullah-basfar-112.mp3,7,4,Sourate Al Ikhlas,"Katakanlah: ""Dia-lah Allah, Yang Maha Esa,
Allah tempat bergantung segala sesuatu,
Dia tiada beranak dan tiada pula diperanakkan,
Dan tidak ada sesuatu pun yang setara dengan Dia.""",3,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
55,سورة الكافرون,Sourate Kafirun,Sourate Kafirun,"قُلْ يَٰٓأَيُّهَا ٱلْكَٰفِرُونَ
لَآ أَعْبُدُ مَا تَعْبُدُونَ
وَلَآ أَنتُمْ عَٰبِدُونَ مَآ أَعْبُدُ
وَلَآ أَنَا۠ عَابِدٌۭ مَّا عَبَدتُّمْ
وَلَآ أَنتُمْ عَٰبِدُونَ مَآ أَعْبُدُ
لَكُمْ دِينُكُمْ وَلِىَ دِينِ","Dis : « Ô vous les infidèles !
Je n'adore pas ce que vous adorez,
Et vous n'êtes pas adorateurs de ce que j'adore,
Je n'adorerai pas ce que vous adorez,
Et vous n'adorerez pas ce que j'adore,
À vous votre religion, et à moi la mienne. »","Say: ""O disbelievers,
I do not worship what you worship,
Nor do you worship what I worship,
I will never worship what you worship,
Nor will you ever worship what I worship,
To you be your religion, and to me, my religion.""",7,"Qul ya ayyuhal-kafirun
La a'budu ma ta'budun
Wala antum 'abiduna ma a'bud
Wala ana 'abidun ma 'abadtum
Wala antum 'abiduna ma a'bud
Lakum dinukum wa liya din",https://media.blubrry.com/muslim_central_quran/podcasts.qurancentral.com/abdullah-basfar/abdullah-basfar-109.mp3,7,5,Sourate Kafirun,"Katakanlah: ""Wahai orang-orang kafir,
Aku tidak akan menyembah apa yang kamu sembah,
Dan kamu tidak menyembah apa yang aku sembah,
Aku tidak akan menyembah apa yang kamu sembah,
Dan kamu tidak akan menyembah apa yang aku sembah,
Untukmu agamamu, dan untukku agamaku.""",3,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
56,آية الكرسي,"Ayatoul koursiyou ",Le verset du Trône,اللهُ لاَ إِلَهَ إِلاَّ هُوَ الحَيُّ القَيُّومُ لاَ تَأْخُذُهُ سِنَةٌ وَ لاَ نَوْمٌ لَهُ مَا فِي السَّمَاوَاتِ وَ مَا فِي الأَرْضِ مَنْ ذَا الَّذِي يَشْفَعُ عِنْدَهُ إِلاَّ بِإِذْنِهِ يَعْلَمُ مَا بَيْنَ أَيْدِيهِمْ وَ مَا خَلْفَهُمْ وَ لاَ يُحِيطُونَ بِشَيْءٍ مِنْ عِلْمِهِ إِلاَّ بِمَا شَاءَ وَسِعَ كُرْسِيُّهُ السَّمَاوَاتِ وَ الأَرْضَ وَ لاَ يَئُودُهُ حِفْظُهُمَا وَ هُوَ العَلَيُّ العَظِيمُ,"Dieu, il n'y a de divinité que Lui, le Vivant, Celui qui subsiste par Lui-même. Ni somnolence ni sommeil ne Le saisissent. À Lui appartient tout ce qui est dans les cieux et sur la terre. Qui peut intercéder auprès de Lui sans Sa permission? Il sait ce qui est devant eux et ce qui est derrière eux, et ils n'embrassent de Sa science que ce qu'Il veut. Son Trône s'étend sur les cieux et la terre, dont la garde ne Lui coûte aucune peine. Il est le Très-Haut, le Très-Grand.","Allah, there is no deity except Him, the Ever-Living, the Sustainer of existence. Neither drowsiness overtakes Him nor sleep. To Him belongs whatever is in the heavens and whatever is on the earth. Who is it that can intercede with Him except by His permission? He knows what is before them and what will be after them, and they encompass not a thing of His knowledge except for what He wills. His Kursi (throne) extends over the heavens and the earth, and their preservation tires Him not. And He is the Most High, the Most Great.",7,"Allāhu lā ilāha illā huwa l-ḥayyul-qayyūm, lā ta'khudhuhu sinatun wa lā nawm, lahu mā fī s-samāwāti wa mā fī l-arḍ. Man dha lladhī yashfaʿu ʿindahu illā bi-idhnih, yaʿlamu mā bayna aydīhim wa mā khalfahum, wa lā yuḥīṭūna bi-shayʾin min ʿilmihi illā bimā shāʾ. Wasiʿa kursiyyuhu s-samāwāti wa-l-arḍ, wa lā yaʾūduhu ḥifẓuhumā wa huwa l-ʿaliyyu l-ʿaẓīm.",https://ia800708.us.archive.org/27/items/islam_104_201812/MahmoudKhalilAl-husary_ak.mp3,7,6,"Ayatoul koursiyou ","Allah, tiada Tuhan melainkan Dia, Yang Maha Hidup, Yang Mengurus segala sesuatu. Tidak mengantuk dan tidak tidur. Kepunyaan-Nya apa yang ada di langit dan di bumi. Siapakah yang dapat memberi syafaat di sisi-Nya kecuali dengan izin-Nya? Dia mengetahui apa yang ada di hadapan mereka dan apa yang ada di belakang mereka, dan mereka tidak dapat meliputi sesuatu pun dari ilmu-Nya kecuali apa yang Dia kehendaki. Kursi-Nya meliputi langit dan bumi, dan Dia tidak merasa berat memelihara keduanya. Dia Maha Tinggi lagi Maha Besar.",3,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
57,سُبْحَانَ اللَّهِ وَالْحَمْدُ لِلَّهِ وَلاَ إِلَهَ إِلاَّ اللَّهُ وَاللَّهُ أَكْبَرُ وَلاَحَوْلَ وَلاَ قُوَّةَ إِلاَّ بِاللَّه العلي العظيم,"Glory be to Allah, all praise is due to Allah, there is no deity but Allah, Allah is the Greatest, and there is no power nor strength except through Allah, the Most High, the Supreme.","Gloire à Allah, Louange à Allah, Il n'y a de divinité digne d'adoration qu'Allah, Allah est le plus Grand, et il n'y a de puissance ni de force qu'en Allah, Le Très-Haut, Le Magnifique.",سُبْحَانَ اللَّهِ وَالْحَمْدُ لِلَّهِ وَلاَ إِلَهَ إِلاَّ اللَّهُ وَاللَّهُ أَكْبَرُ وَلاَحَوْلَ وَلاَ قُوَّةَ إِلاَّ بِاللَّه العلي العظيم,"Gloire à Allah, Louange à Allah, Il n'y a de divinité digne d'adoration qu'Allah, Allah est le plus Grand, et il n'y a de puissance ni de force qu'en Allah, Le Très-Haut, Le Magnifique.","Glory be to Allah, all praise is due to Allah, there is no deity but Allah, Allah is the Greatest, and there is no power nor strength except through Allah, the Most High, the Supreme.",7,Subhana Allah wa Alhamdu Lillah wa La Ilaha Illa Allah wa Allahu Akbar wa la hawla wa la quwwata illa bi-llahi Al-'Aliyyi Al-'Azim,,7,7,"Maha Suci Allah, Segala puji bagi Allah, Tiada Tuhan selain Allah, Allah Maha Besar, dan tiada daya serta kekuatan kecuali dengan Allah, Yang Maha Tinggi, Yang Maha Agung.","Maha Suci Allah, Segala puji bagi Allah, Tiada Tuhan selain Allah, Allah Maha Besar, dan tiada daya serta kekuatan kecuali dengan Allah, Yang Maha Tinggi, Yang Maha Agung.",3,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
58,بسم الله الرحمان الرحميم,"In the name of Allah, the Most Gracious, the Most Merciful.","Au nom d'Allah, le Tout Miséricordieux, le Très Miséricordieux.",بسم الله الرحمان الرحميم,"Au nom d'Allah, le Tout Miséricordieux, le Très Miséricordieux.","In the name of Allah, the Most Gracious, the Most Merciful.",100,Bismillah ar-Rahman ar-Rahim,,8,1,"Dengan nama Allah, Yang Maha Pemurah, Lagi Maha Penyayang.","Dengan nama Allah, Yang Maha Pemurah, Lagi Maha Penyayang.",4,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
59,الحمد الله رب العالمين,"All praise is due to Allah, the Lord of all the worlds.","Louange à Allah, Seigneur des Mondes.",الحمد الله رب العالمين,"Louange à Allah, Seigneur des Mondes.","All praise is due to Allah, the Lord of all the worlds.",100,Alhamdulillahi Rabbil 'Alamin,,8,2,"Segala puji bagi Allah, Tuhan sekalian alam.","Segala puji bagi Allah, Tuhan sekalian alam.",4,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
60,والضالين امين,"And of those who have gone astray"" – Amen.",« Et des égarés » – Amen.,والضالين امين,« Et des égarés » – Amen.,"And of those who have gone astray"" – Amen.",100,"Waladdalleen, Ameen",,8,3,"Dan orang-orang yang sesat"" – Amin.","Dan orang-orang yang sesat"" – Amin.",4,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
61,امين,Amen (so be it).,Amen (ainsi soit-il).,امين,Amen (ainsi soit-il).,Amen (so be it).,100,Ameen,,8,4,Amin (semoga dimakbulkan).,Amin (semoga dimakbulkan).,4,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
